#Gene stable ID	Transcript stable ID	Gene name	Transcript start (bp)	Transcript end (bp)	Strand	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)
SPBC1685.11	SPBC1685.11.1	rlp1	518095	519645	1	II	518095	519645
SPRRNA.29	SPRRNA.29.1	SPRRNA.29	520254	520494	1	II	520254	520494
SPNCRNA.1367	SPNCRNA.1367.1	SPBC1685.12c-antisense-1	523271	525609	1	II	523271	525609
SPAC15E1.09	SPAC15E1.09.1	grx2	3731077	3732340	1	I	3731077	3732340
SPBC649.04	SPBC649.04.1	uvi15	539327	540117	1	II	539327	540117
SPNCRNA.932	SPNCRNA.932.1	SPAC15E1.10-antisense-1	3732641	3733195	-1	I	3732641	3733195
SPATRNAARG.02	SPATRNAARG.02.1	SPATRNAARG.02	3736520	3736592	1	I	3736520	3736592
SPBC354.02c	SPBC354.02c.1	sec61	544751	547039	-1	II	544751	547039
SPNCRNA.66	SPNCRNA.66.1	prl66	547325	547761	1	II	547325	547761
SPAP7G5.04c	SPAP7G5.04c.1	lys1	3739076	3743492	-1	I	3739076	3743492
SPNCRNA.933	SPNCRNA.933.1	rpl1002-antisense-1	3744011	3745649	-1	I	3744011	3745649
SPAP7G5.05	SPAP7G5.05.1	rpl1002	3744043	3744906	1	I	3744043	3744906
SPNCRNA.232	SPNCRNA.232.1	SPNCRNA.232	3762865	3763969	1	I	3762865	3763969
SPNCRNA.333	SPNCRNA.333.1	SPNCRNA.333	3775473	3775847	1	I	3775473	3775847
SPATRNAALA.05	SPATRNAALA.05.1	SPATRNAALA.05	3777192	3777265	1	I	3777192	3777265
SPAP4C9.02	SPAP4C9.02.1	emc5	3790912	3791756	1	I	3790912	3791756
SPAC1556.02c	SPAC1556.02c.1	sdh1	3796280	3798526	-1	I	3796280	3798526
SPAC1556.03	SPAC1556.03.1	azr1	3799045	3801693	1	I	3799045	3801693
SPAC1556.04c	SPAC1556.04c.1	cdd1	3799092	3801110	-1	I	3799092	3801110
SPAC1556.06	SPAC1556.06.1	meu1-1	3802551	3804954	1	I	3802551	3804954
SPAC1556.06	SPAC1556.06.2	meu1-1	3804582	3804954	1	I	3802551	3804954
SPAC1556.07	SPAC1556.07.1	pmm1	3805812	3806987	1	I	3805812	3806987
SPBC354.03	SPBC354.03.1	swd3	548382	550229	1	II	548382	550229
SPBC354.07c	SPBC354.07c.1	SPBC354.07c	557827	560416	-1	II	557827	560416
SPAC1F12.04c	SPAC1F12.04c.1	SPAC1F12.04c	3811066	3811895	-1	I	3811066	3811895
SPAC4H3.17	SPAC4H3.17.1	SPAC4H3.17	3822105	3822365	-1	I	3822105	3822365
SPAC4H3.03c	SPAC4H3.03c.1	SPAC4H3.03c	3826456	3829377	-1	I	3826456	3829377
SPRRNA.17	SPRRNA.17.1	SPRRNA.17	3830380	3830498	1	I	3830380	3830498
SPBC354.10	SPBC354.10.1	def1	570905	574320	1	II	570905	574320
SPAC4H3.11c	SPAC4H3.11c.1	ppc89	3847958	3850921	-1	I	3847958	3850921
SPNCRNA.312	SPNCRNA.312.1	SPNCRNA.312	574632	575459	1	II	574632	575459
SPNCRNA.315	SPNCRNA.315.1	SPNCRNA.315	580157	581149	1	II	580157	581149
SPAC4H3.14c	SPAC4H3.14c.1	rng8	3853571	3854963	-1	I	3853571	3854963
SPBC354.15	SPBC354.15.1	fap1	586279	588261	1	II	586279	588261
SPAC1071.09c	SPAC1071.09c.1	SPAC1071.09c	3869017	3871602	-1	I	3869017	3871602
SPAC926.02	SPAC926.02.1	SPAC926.02	3884439	3887309	1	I	3884439	3887309
SPAC926.10	SPAC926.10.1	new9	3886097	3886270	-1	I	3886097	3886270
SPAC926.03	SPAC926.03.1	rlc1	3887243	3888497	1	I	3887243	3888497
SPBC839.03c	SPBC839.03c.1	SPBC839.03c	599279	600645	-1	II	599279	600645
SPNCRNA.948	SPNCRNA.948.1	SPAC323.05c-antisense-1	3914874	3915677	1	I	3914874	3915677
SPAC323.07c	SPAC323.07c.1	SPAC323.07c	3917636	3920119	-1	I	3917636	3920119
SPBC839.06	SPBC839.06.1	cta3	607214	611989	1	II	607214	611989
SPAC2F3.02	SPAC2F3.02.1	SPAC2F3.02	3924624	3927430	1	I	3924624	3927430
SPBC839.08c	SPBC839.08c.1	its8	613331	616647	-1	II	613331	616647
SPAC2F3.06c	SPAC2F3.06c.1	kap104	3930533	3934174	-1	I	3930533	3934174
SPBC839.17c	SPBC839.17c.1	fkh1	631697	632706	-1	II	631697	632706
SPAC2F3.08	SPAC2F3.08.1	sut1	3935124	3938149	1	I	3935124	3938149
SPBC115.01c	SPBC115.01c.1	rrp46	639273	641343	1	II	639273	641343
SPBC947.14c	SPBC947.14c.1	cbp6	644120	645012	1	II	644120	645012
SPAC11G7.01	SPAC11G7.01.1	SPAC11G7.01	3959727	3962914	1	I	3959727	3962914
SPAC11G7.05c	SPAC11G7.05c.1	mct1	3969366	3971294	-1	I	3969366	3971294
SPBC947.12	SPBC947.12.1	kms2	646936	649028	-1	II	646936	649028
SPAC11G7.06c	SPAC11G7.06c.1	mug132	3971564	3974699	-1	I	3971564	3974699
SPAPB18E9.02c	SPAPB18E9.02c.1	ppk18	3976252	3982149	-1	I	3976252	3982149
SPAPB18E9.04c	SPAPB18E9.04c.1	SPAPB18E9.04c	3982325	3985104	-1	I	3982325	3985104
SPAPB15E9.01c	SPAPB15E9.01c.1	pfl2	3987033	3991388	-1	I	3987033	3991388
SPNCRNA.53	SPNCRNA.53.1	prl53	4008054	4009905	-1	I	4008054	4009905
SPAC27E2.07	SPAC27E2.07.1	pvg2	4019873	4022054	1	I	4019873	4022054
SPBC947.10	SPBC947.10.1	dsc1	652950	655450	-1	II	652950	655450
SPAC19G12.08	SPAC19G12.08.1	scs7	4056794	4058815	1	I	4056794	4058815
SPAC19G12.17	SPAC19G12.17.1	erh1	4066258	4066971	-1	I	4066258	4066971
SPAC19G12.12	SPAC19G12.12.1	dlp1	4068498	4069929	1	I	4068498	4069929
SPAC19G12.16c	SPAC19G12.16c.1	adg2	4078389	4081129	-1	I	4078389	4081129
SPAC23A1.02c	SPAC23A1.02c.1	SPAC23A1.02c	4081483	4083493	-1	I	4081483	4083493
SPAC23A1.07	SPAC23A1.07.1	SPAC23A1.07	4092110	4093122	1	I	4092110	4093122
SPAC23A1.08c	SPAC23A1.08c.1	rpl3401	4093344	4093832	-1	I	4093344	4093832
SPAC23A1.09	SPAC23A1.09.1	SPAC23A1.09	4093921	4095148	1	I	4093921	4095148
SPNCRNA.957	SPNCRNA.957.1	tef102-antisense-1	4094908	4096013	-1	I	4094908	4096013
SPAC23A1.10	SPAC23A1.10.1	tef102	4095134	4096584	1	I	4095134	4096584
SPAC23A1.15c	SPAC23A1.15c.1	sec20	4103733	4104756	-1	I	4103733	4104756
SPNCRNA.960	SPNCRNA.960.1	SPAC26H5.04-antisense-1	4123495	4124888	-1	I	4123495	4124888
SPAC26H5.05	SPAC26H5.05.1	mga2	4125000	4128805	1	I	4125000	4128805
SPBC947.08c	SPBC947.08c.1	hip4	658624	660231	1	II	658624	660231
SPNCRNA.962	SPNCRNA.962.1	SPNCRNA.962	4136046	4137000	1	I	4136046	4137000
SPBC947.07	SPBC947.07.1	SPBC947.07	660284	661497	-1	II	660284	661497
SPNCRNA.321	SPNCRNA.321.1	SPNCRNA.321	672953	673783	1	II	672953	673783
SPAC26H5.09c	SPAC26H5.09c.1	SPAC26H5.09c	4137266	4139080	-1	I	4137266	4139080
SPBPJ4664.01	SPBPJ4664.01.1	dps1	684100	685682	1	II	684100	685682
SPNCRNA.963	SPNCRNA.963.1	SPNCRNA.963	4140077	4141041	1	I	4140077	4141041
SPAC26H5.12	SPAC26H5.12.1	rpo41	4147643	4151509	1	I	4147643	4151509
SPBPJ4664.06	SPBPJ4664.06.1	gpt1	707511	712426	1	II	707511	712426
SPNCRNA.242	SPNCRNA.242.1	SPNCRNA.242	4154360	4154694	1	I	4154360	4154694
SPSNORNA.13	SPSNORNA.13.1	snoR69b	4154912	4155002	1	I	4154912	4155002
SPAC25B8.07c	SPAC25B8.07c.1	rcf1	4166006	4167734	-1	I	4166006	4167734
SPAC25B8.08	SPAC25B8.08.1	SPAC25B8.08	4168212	4170189	1	I	4168212	4170189
SPNCRNA.967	SPNCRNA.967.1	SPAC25B8.09-antisense-1	4170479	4172438	-1	I	4170479	4172438
SPAC25B8.16	SPAC25B8.16.1	pop100	4187325	4189859	1	I	4187325	4189859
SPNCRNA.970	SPNCRNA.970.1	SPNCRNA.970	4198688	4200078	-1	I	4198688	4200078
SPNCRNA.971	SPNCRNA.971.1	SPAC694.03-antisense-1	4205572	4206759	-1	I	4205572	4206759
SPAC1F7.01c	SPAC1F7.01c.1	spt6	4212476	4216888	-1	I	4212476	4216888
SPBC119.08	SPBC119.08.1	pmk1	730796	732952	1	II	730796	732952
SPBC119.10	SPBC119.10.1	asn1	734996	737295	1	II	734996	737295
SPAC1F7.04	SPAC1F7.04.1	rho1	4223778	4225824	1	I	4223778	4225824
SPBC119.18	SPBC119.18.1	SPBC119.18	743879	744637	1	II	743879	744637
SPSNORNA.14	SPSNORNA.14.1	snoR54b	4238306	4238401	1	I	4238306	4238401
SPRRNA.20	SPRRNA.20.1	SPRRNA.20	4240850	4240968	-1	I	4240850	4240968
SPBC119.16c	SPBC119.16c.1	SPBC119.16c	745971	750738	-1	II	745971	750738
SPBC119.15	SPBC119.15.1	npa3	747778	749216	1	II	747778	749216
SPAC1F7.11c	SPAC1F7.11c.1	SPAC1F7.11c	4244723	4247894	-1	I	4244723	4247894
SPNCRNA.327	SPNCRNA.327.1	SPNCRNA.327	782740	783173	1	II	782740	783173
SPBC530.16	SPBC530.16.1	ksh1	789840	790240	-1	II	789840	790240
SPNCRNA.1384	SPNCRNA.1384.1	SPNCRNA.1384	792137	793215	1	II	792137	793215
SPAC21E11.04	SPAC21E11.04.1	aca1	4254672	4255695	1	I	4254672	4255695
SPBC530.04	SPBC530.04.1	mod5	793151	796314	1	II	793151	796314
SPAC21E11.05c	SPAC21E11.05c.1	cyp8	4254965	4257641	-1	I	4254965	4257641
SPBC530.09c	SPBC530.09c.1	mrl1	809383	810978	-1	II	809383	810978
SPAC21E11.06	SPAC21E11.06.1	tif224	4257687	4259783	1	I	4257687	4259783
SPBC530.10c	SPBC530.10c.1	anc1	811060	812897	-1	II	811060	812897
SPAC21E11.07	SPAC21E11.07.1	iba57	4259954	4261207	1	I	4259954	4261207
SPNCRNA.1385	SPNCRNA.1385.1	SPNCRNA.1385	812834	813724	-1	II	812834	813724
SPAC21E11.08	SPAC21E11.08.1	lcb2	4261533	4263964	1	I	4261533	4263964
SPBC530.12c	SPBC530.12c.1	pdf1	820804	823260	-1	II	820804	823260
SPAC2C4.11c	SPAC2C4.11c.1	rbp28	4278378	4279620	-1	I	4278378	4279620
SPAC2C4.17c	SPAC2C4.17c.1	msy2	4288009	4291776	-1	I	4288009	4291776
SPAC25G10.09c	SPAC25G10.09c.1	pan1	4313118	4318708	-1	I	4313118	4318708
SPBC530.13	SPBC530.13.1	lsc1	824063	825870	1	II	824063	825870
SPBC530.15c	SPBC530.15c.1	SPBC530.15c	828602	832553	-1	II	828602	832553
SPNCRNA.329	SPNCRNA.329.1	SPNCRNA.329	831524	832704	1	II	831524	832704
SPAC27F1.06c	SPAC27F1.06c.1	SPAC27F1.06c	4327147	4328451	-1	I	4327147	4328451
SPBC36.08c	SPBC36.08c.1	cog2	853526	858442	-1	II	853526	858442
SPAC23D3.01	SPAC23D3.01.1	pdp3	4337097	4338471	1	I	4337097	4338471
SPAC23D3.02	SPAC23D3.02.1	rfc2	4338673	4339944	1	I	4338673	4339944
SPAC23D3.03c	SPAC23D3.03c.1	SPAC23D3.03c	4340057	4342124	-1	I	4340057	4342124
SPAC23D3.05c	SPAC23D3.05c.1	SPAC23D3.05c	4344572	4346170	-1	I	4344572	4346170
SPAC23D3.07	SPAC23D3.07.1	pup1	4350803	4352369	1	I	4350803	4352369
SPAC23D3.10c	SPAC23D3.10c.1	eng2	4355410	4358242	-1	I	4355410	4358242
SPBC36.07	SPBC36.07.1	elp1	853583	857560	1	II	853583	857560
SPNCRNA.1392	SPNCRNA.1392.1	SPNCRNA.1392	870338	871227	1	II	870338	871227
SPAC23D3.11	SPAC23D3.11.1	ayr1	4357920	4360891	1	I	4357920	4360891
SPBC713.03	SPBC713.03.1	SPBC713.03	871169	873408	1	II	871169	873408
SPAC1527.01	SPAC1527.01.1	mok11	4375301	4382775	1	I	4375301	4382775
SPBC713.05	SPBC713.05.1	SPBC713.05	876116	877468	1	II	876116	877468
SPSNORNA.35	SPSNORNA.35.1	snR3	884166	884332	-1	II	884166	884332
SPAC30.04c	SPAC30.04c.1	abc4	4395798	4400493	-1	I	4395798	4400493
SPBC713.09	SPBC713.09.1	SPBC713.09	884900	886313	1	II	884900	886313
SPAC29E6.03c	SPAC29E6.03c.1	uso1	4405990	4409338	-1	I	4405990	4409338
SPNCRNA.1397	SPNCRNA.1397.1	mcp5-antisense-1	897892	901405	-1	II	897892	901405
SPAC29E6.06c	SPAC29E6.06c.1	SPAC29E6.06c	4411564	4413996	-1	I	4411564	4413996
SPBC216.04c	SPBC216.04c.1	mxr2	902917	903856	-1	II	902917	903856
SPBC216.05	SPBC216.05.1	rad3	903253	913629	1	II	903253	913629
SPBC646.03	SPBC646.03.1	her2	926760	928797	1	II	926760	928797
SPAC16.05c	SPAC16.05c.1	sfp1	4431869	4434012	-1	I	4431869	4434012
SPAC9E9.17c	SPAC9E9.17c.1	SPAC9E9.17c	4437311	4437862	-1	I	4437311	4437862
SPBC646.04	SPBC646.04.1	pla1	928847	931046	1	II	928847	931046
SPNCRNA.987	SPNCRNA.987.1	SPAC9E9.17c-antisense-1	4437466	4438921	1	I	4437466	4438921
SPBC646.05c	SPBC646.05c.1	erg9	931002	932484	-1	II	931002	932484
SPBC646.12c	SPBC646.12c.1	gap1	942688	948223	-1	II	942688	948223
SPAC9E9.04	SPAC9E9.04.1	SPAC9E9.04	4442980	4444196	1	I	4442980	4444196
SPAC9E9.05	SPAC9E9.05.1	SPAC9E9.05	4444387	4446593	1	I	4444387	4446593
SPAC9E9.11	SPAC9E9.11.1	plr1	4461697	4462901	1	I	4461697	4462901
SPAC9E9.15	SPAC9E9.15.1	SPAC9E9.15	4470561	4471415	1	I	4470561	4471415
SPAC17C9.16c	SPAC17C9.16c.1	mfs1	4472472	4474744	1	I	4472472	4474744
SPAC17C9.10	SPAC17C9.10.1	stm1	4481792	4483837	-1	I	4481792	4483837
SPBC646.13	SPBC646.13.1	sds23	950715	952292	1	II	950715	952292
SPAC1851.04c	SPAC1851.04c.1	ric1	4503486	4506928	-1	I	4503486	4506928
SPNCRNA.130	SPNCRNA.130.1	omt3	4516070	4517070	1	I	4516070	4517070
SPBC646.16	SPBC646.16.1	scl1	957614	958637	1	II	957614	958637
SPBTRNAHIS.02	SPBTRNAHIS.02.1	SPBTRNAHIS.02	960729	960800	1	II	960729	960800
SPAC27D7.07c	SPAC27D7.07c.1	smd1	4520187	4521063	-1	I	4520187	4521063
SPBP35G2.10	SPBP35G2.10.1	mit1	981944	986422	1	II	981944	986422
SPAC27D7.09c	SPAC27D7.09c.1	SPAC27D7.09c	4523298	4524731	-1	I	4523298	4524731
SPAC27D7.14c	SPAC27D7.14c.1	tpr1	4536975	4540298	-1	I	4536975	4540298
SPAC637.03	SPAC637.03.1	SPAC637.03	4542091	4543533	1	I	4542091	4543533
SPAC31F12.01	SPAC31F12.01.1	zds1	4566342	4571134	1	I	4566342	4571134
SPAC12B10.05	SPAC12B10.05.1	icp55	4582299	4584511	1	I	4582299	4584511
SPBP35G2.13c	SPBP35G2.13c.1	swc2	990227	991832	-1	II	990227	991832
SPNCRNA.1402	SPNCRNA.1402.1	SPNCRNA.1402	991484	992571	1	II	991484	992571
SPAC12B10.08c	SPAC12B10.08c.1	SPAC12B10.08c	4586309	4588764	-1	I	4586309	4588764
SPNCRNA.1403	SPNCRNA.1403.1	SPBC146.02-antisense-1	1000805	1001832	-1	II	1000805	1001832
SPBC146.04	SPBC146.04.1	SPBC146.04	1007901	1008710	1	II	1007901	1008710
SPAC12B10.12c	SPAC12B10.12c.1	rhp41	4593600	4596120	-1	I	4593600	4596120
SPNCRNA.1404	SPNCRNA.1404.1	fan1-antisense-1	1010239	1011278	1	II	1010239	1011278
SPAC12B10.15c	SPAC12B10.15c.1	SPAC12B10.15c	4600263	4600817	-1	I	4600263	4600817
SPAC1093.07	SPAC1093.07.1	SPAC1093.07	4604880	4606871	-1	I	4604880	4606871
SPNCRNA.1005	SPNCRNA.1005.1	SPAC1093.05-antisense-1	4619539	4621625	-1	I	4619539	4621625
SPBC146.06c	SPBC146.06c.1	fan1	1010348	1013231	-1	II	1010348	1013231
SPNCRNA.1006	SPNCRNA.1006.1	dhc1-antisense-1	4625840	4627501	1	I	4625840	4627501
SPAC30C2.03	SPAC30C2.03.1	SPAC30C2.03	4637119	4637943	1	I	4637119	4637943
SPBC146.07	SPBC146.07.1	prp2	1013254	1015179	1	II	1013254	1015179
SPAC30C2.07	SPAC30C2.07.1	SPAC30C2.07	4642290	4645177	1	I	4642290	4645177
SPNCRNA.1008	SPNCRNA.1008.1	SPNCRNA.1008	4647230	4649094	-1	I	4647230	4649094
SPNCRNA.1009	SPNCRNA.1009.1	SPAC144.01-antisense-1	4650598	4651189	1	I	4650598	4651189
SPBC337.04	SPBC337.04.1	ppk27	1037077	1038385	1	II	1037077	1038385
SPNCRNA.46	SPNCRNA.46.1	prl46	4651351	4651792	-1	I	4651351	4651792
SPNCRNA.1012	SPNCRNA.1012.1	apl5-antisense-1	4664185	4664880	-1	I	4664185	4664880
SPNCRNA.1013	SPNCRNA.1013.1	SPNCRNA.1013	4673024	4673742	-1	I	4673024	4673742
SPBC337.08c	SPBC337.08c.1	ubi4	1044271	1046642	-1	II	1044271	1046642
SPNCRNA.1407	SPNCRNA.1407.1	SPBC337.10c-antisense-1	1048425	1049492	1	II	1048425	1049492
SPAC144.18	SPAC144.18.1	vrg4	4689241	4691828	1	I	4689241	4691828
SPNCRNA.1017	SPNCRNA.1017.1	sup45-antisense-1	4691805	4693630	-1	I	4691805	4693630
SPBC337.14	SPBC337.14.1	rpb4	1055529	1056502	1	II	1055529	1056502
SPAC1834.06c	SPAC1834.06c.1	pmo25	4704488	4706031	-1	I	4704488	4706031
SPNCRNA.1408	SPNCRNA.1408.1	SPBC1734.03-antisense-1	1063805	1066718	-1	II	1063805	1066718
SPBC1734.03	SPBC1734.03.1	fol1	1063950	1066654	1	II	1063950	1066654
SPAC1834.09	SPAC1834.09.1	mug51	4716549	4717760	1	I	4716549	4717760
SPAC1834.11c	SPAC1834.11c.1	sec18	4718513	4721597	-1	I	4718513	4721597
SPBC1734.07c	SPBC1734.07c.1	trs8502	1070188	1073608	-1	II	1070188	1073608
SPNCRNA.1409	SPNCRNA.1409.1	SPNCRNA.1409	1079941	1081342	-1	II	1079941	1081342
SPNCRNA.1410	SPNCRNA.1410.1	chs2-antisense-1	1094760	1096264	-1	II	1094760	1096264
SPBC1709.03	SPBC1709.03.1	SPBC1709.03	1102238	1103802	1	II	1102238	1103802
SPAC17D4.02	SPAC17D4.02.1	cdc45	4724742	4726846	1	I	4724742	4726846
SPBC1709.04c	SPBC1709.04c.1	cyp3	1103600	1105088	-1	II	1103600	1105088
SPBC1709.16c	SPBC1709.16c.1	SPBC1709.16c	1130500	1132460	-1	II	1130500	1132460
SPAC17D4.03c	SPAC17D4.03c.1	cis4	4726782	4729409	-1	I	4726782	4729409
SPNCRNA.1416	SPNCRNA.1416.1	mis13-antisense-1	1154473	1155774	1	II	1154473	1155774
SPAC17D4.04	SPAC17D4.04.1	trm401	4729678	4732140	1	I	4729678	4732140
SPNCRNA.568	SPNCRNA.568.1	ade7-antisense-1	1157158	1158382	-1	II	1157158	1158382
SPBC409.11	SPBC409.11.1	meu18	1158533	1160295	1	II	1158533	1160295
SPAC458.02c	SPAC458.02c.1	SPAC458.02c	4732068	4733951	-1	I	4732068	4733951
SPNCRNA.1417	SPNCRNA.1417.1	meu18-antisense-1	1158658	1160848	-1	II	1158658	1160848
SPBTRNAARG.05	SPBTRNAARG.05.1	SPBTRNAARG.05	1160893	1160994	-1	II	1160893	1160994
SPAC458.04c	SPAC458.04c.1	dli1	4737481	4738962	-1	I	4737481	4738962
SPBC409.13	SPBC409.13.1	rib4	1165419	1166729	1	II	1165419	1166729
SPBC409.19c	SPBC409.19c.1	SPBC409.19c	1171307	1174224	-1	II	1171307	1174224
SPBC725.03	SPBC725.03.1	SPBC725.03	1206967	1208271	1	II	1206967	1208271
SPBC725.07	SPBC725.07.1	pex5	1216692	1219244	1	II	1216692	1219244
SPAPYUG7.04c	SPAPYUG7.04c.1	rpb9	4751390	4752521	-1	I	4751390	4752521
SPAC1782.04	SPAC1782.04.1	cox24	4763020	4764222	1	I	4763020	4764222
SPAC1782.06c	SPAC1782.06c.1	phb1	4765618	4766877	-1	I	4765618	4766877
SPBC651.05c	SPBC651.05c.1	dot2	1245920	1247116	-1	II	1245920	1247116
SPAC1782.07	SPAC1782.07.1	qcr8	4767042	4767986	1	I	4767042	4767986
SPBC651.06	SPBC651.06.1	mug166	1247411	1248188	1	II	1247411	1248188
SPBC651.08c	SPBC651.08c.1	rpc1	1249831	1254496	-1	II	1249831	1254496
SPAC1782.11	SPAC1782.11.1	met14	4773628	4774653	1	I	4773628	4774653
SPNCRNA.54	SPNCRNA.54.1	prl54	4820804	4821352	1	I	4820804	4821352
SPNCRNA.1027	SPNCRNA.1027.1	SPNCRNA.1027	4821574	4824734	1	I	4821574	4824734
SPBC651.10	SPBC651.10.1	nse5	1257452	1259192	1	II	1257452	1259192
SPAC4F10.02	SPAC4F10.02.1	aap1	4832879	4834570	1	I	4832879	4834570
SPNCRNA.1425	SPNCRNA.1425.1	SPNCRNA.1425	1266597	1267929	-1	II	1266597	1267929
SPAC4F10.09c	SPAC4F10.09c.1	noc1	4846619	4849543	-1	I	4846619	4849543
SPAC4F10.11	SPAC4F10.11.1	spn1	4852998	4855199	1	I	4852998	4855199
SPNCRNA.1030	SPNCRNA.1030.1	btf3-antisense-1	4860182	4861502	1	I	4860182	4861502
SPBC3D6.04c	SPBC3D6.04c.1	mad1	1274839	1277059	-1	II	1274839	1277059
SPNCRNA.1426	SPNCRNA.1426.1	SPNCRNA.1426	1281401	1282254	-1	II	1281401	1282254
SPBC3D6.09	SPBC3D6.09.1	dpb4	1285965	1287121	1	II	1285965	1287121
SPAC4F10.14c	SPAC4F10.14c.1	btf3	4860536	4861319	-1	I	4860536	4861319
SPNCRNA.1031	SPNCRNA.1031.1	wsp1-antisense-1	4861450	4863757	1	I	4861450	4863757
SPNCRNA.1032	SPNCRNA.1032.1	SPNCRNA.1032	4869466	4870169	1	I	4869466	4870169
SPBC3D6.10	SPBC3D6.10.1	apn2	1287406	1290094	1	II	1287406	1290094
SPAC4F10.20	SPAC4F10.20.1	grx1	4874165	4875051	1	I	4874165	4875051
SPBC3D6.12	SPBC3D6.12.1	dip2	1290498	1293435	1	II	1290498	1293435
SPNCRNA.1033	SPNCRNA.1033.1	SPAC19B12.01-antisense-1	4875424	4878190	-1	I	4875424	4878190
SPBC30B4.09	SPBC30B4.09.1	SPBC30B4.09	1296672	1297662	-1	II	1296672	1297662
SPAC4F10.22	SPAC4F10.22.1	cmc4	4878241	4878453	1	I	4878241	4878453
SPBC3D6.16	SPBC3D6.16.1	SPBC3D6.16	1296915	1297260	1	II	1296915	1297260
SPNCRNA.255	SPNCRNA.255.1	SPNCRNA.255	4881385	4881949	1	I	4881385	4881949
SPSNORNA.21	SPSNORNA.21.1	snoU14	1308634	1308745	1	II	1308634	1308745
SPAC19B12.08	SPAC19B12.08.1	atg4	4897936	4900012	1	I	4897936	4900012
SPAC19B12.10	SPAC19B12.10.1	sst2	4901551	4904311	1	I	4901551	4904311
SPNCRNA.1035	SPNCRNA.1035.1	SPNCRNA.1035	4911086	4911440	1	I	4911086	4911440
SPBC30B4.04c	SPBC30B4.04c.1	sol1	1309072	1311834	-1	II	1309072	1311834
SPAPB8E5.07c	SPAPB8E5.07c.1	rrp12	4919715	4923369	-1	I	4919715	4923369
SPNCRNA.346	SPNCRNA.346.1	SPNCRNA.346	1312125	1313175	1	II	1312125	1313175
SPBC30B4.07c	SPBC30B4.07c.1	tfb4	1319070	1320617	-1	II	1319070	1320617
SPAC1B3.02c	SPAC1B3.02c.1	SPAC1B3.02c	4928172	4929655	-1	I	4928172	4929655
SPBC30B4.08	SPBC30B4.08.1	eri1	1320595	1323215	1	II	1320595	1323215
SPNCRNA.1036	SPNCRNA.1036.1	wis2-antisense-1	4929567	4931302	1	I	4929567	4931302
SPNCRNA.1038	SPNCRNA.1038.1	SPNCRNA.1038	4936907	4937569	-1	I	4936907	4937569
SPBC27B12.05	SPBC27B12.05.1	SPBC27B12.05	1328759	1330815	1	II	1328759	1330815
SPAC1B3.07c	SPAC1B3.07c.1	vps28	4940363	4941623	-1	I	4940363	4941623
SPBC27B12.08	SPBC27B12.08.1	sip1	1335689	1344204	1	II	1335689	1344204
SPBC27B12.09c	SPBC27B12.09c.1	SPBC27B12.09c	1341602	1343112	-1	II	1341602	1343112
SPBC27B12.14	SPBC27B12.14.1	SPBC27B12.14	1348223	1349882	1	II	1348223	1349882
SPAC1B3.08	SPAC1B3.08.1	SPAC1B3.08	4942200	4944230	1	I	4942200	4944230
SPNCRNA.1432	SPNCRNA.1432.1	SPNCRNA.1432	1363471	1364267	-1	II	1363471	1364267
SPBC8D2.05c	SPBC8D2.05c.1	sfi1	1366095	1368875	-1	II	1366095	1368875
SPAC1B3.10c	SPAC1B3.10c.1	SPAC1B3.10c	4946090	4948084	-1	I	4946090	4948084
SPBC8D2.19	SPBC8D2.19.1	mde3	1393454	1395312	1	II	1393454	1395312
SPBC17A3.07	SPBC17A3.07.1	pgr1	1414254	1416156	1	II	1414254	1416156
SPAC1B3.12c	SPAC1B3.12c.1	rpb10	4950341	4951480	-1	I	4950341	4951480
SPBC691.03c	SPBC691.03c.1	apl3	1424228	1427471	-1	II	1424228	1427471
SPAC1B3.15c	SPAC1B3.15c.1	SPAC1B3.15c	4955644	4958764	-1	I	4955644	4958764
SPNCRNA.1433	SPNCRNA.1433.1	SPNCRNA.1433	1437140	1437858	-1	II	1437140	1437858
SPAC1952.04c	SPAC1952.04c.1	SPAC1952.04c	4972426	4973471	-1	I	4972426	4973471
SPBP22H7.08	SPBP22H7.08.1	rps1002	1447952	1448544	1	II	1447952	1448544
SPNCRNA.1434	SPNCRNA.1434.1	SPNCRNA.1434	1449900	1450935	1	II	1449900	1450935
SPAC1952.12c	SPAC1952.12c.1	csn71	4989725	4991010	-1	I	4989725	4991010
SPBC32H8.01c	SPBC32H8.01c.1	SPBC32H8.01c	1450371	1451104	-1	II	1450371	1451104
SPBC32H8.15	SPBC32H8.15.1	SPBC32H8.15	1455028	1455333	1	II	1455028	1455333
SPAC890.04c	SPAC890.04c.1	SPAC890.04c	5007016	5009628	-1	I	5007016	5009628
SPBC32H8.04c	SPBC32H8.04c.1	SPBC32H8.04c	1457291	1460149	-1	II	1457291	1460149
SPNCRNA.1042	SPNCRNA.1042.1	SPAC890.05-antisense-1	5009787	5011504	-1	I	5009787	5011504
SPBC32H8.09	SPBC32H8.09.1	wdr8	1468486	1470473	1	II	1468486	1470473
SPAC890.06	SPAC890.06.1	nup155	5011683	5016066	1	I	5011683	5016066
SPNCRNA.258	SPNCRNA.258.1	SPNCRNA.258	5018722	5019072	1	I	5018722	5019072
SPBC11B10.04c	SPBC11B10.04c.1	mrps28	1491579	1492989	-1	II	1491579	1492989
